city,prev_1.25,b_1.25,p_1.25,prev_1.5,b_1.5,p_1.5,prev_2.0,b_2.0,p_2.0
boston,4.888189230645032,-0.05845540923407304,5.173292276866369e-05,6.5956244449826436,-0.049551473491148405,8.298191723557503e-05,8.884314200371357,-0.04429652054029445,5.793810826370454e-05
charlotte,7.010428736964079,-0.02169262844760583,0.7483158130684044,10.254924681344148,-0.017788140633563407,0.7567228321068029,14.194669756662803,0.029029985559849224,0.5666929465008655
denver,16.12685560053981,-0.2945386634969861,4.175413357492436e-21,21.524966261808366,-0.24694688573604476,8.617318989177148e-18,26.653171390013497,-0.217443865472338,1.0179192253839724e-15
phoenix,9.083988835320984,-0.17418184755370753,1.3031873787677412e-07,12.61101243339254,-0.17793470052636864,6.702307107470163e-10,17.635117990357777,-0.15848171589947566,7.568639337079597e-10
portland,16.129959746981022,-0.23572923722747388,7.445335853171476e-15,20.385278895917196,-0.21804403694581223,9.856508336714589e-15,24.669350201265093,-0.168184942009444,2.8002462662837577e-10
wasatch_front,9.90725126475548,-0.20532691381714982,2.1466862947955583e-05,14.123102866779089,-0.15000948118749993,0.0003922185878037742,19.435075885328835,-0.15433065291387202,5.49124271170742e-05
