check,city,prev_100m,beta_100m,p_100m,prev_200m,beta_200m,p_200m,prev_300m,beta_300m,p_300m,prev_0.33,beta_0.33,p_0.33,prev_0.50,beta_0.50,p_0.50,prev_0.67,beta_0.67,p_0.67
A. ENDPOINT ACCESS RADIUS,denver,9.851551956815115,-0.5409903541749751,1.559028508493355e-46,21.524966261808366,-0.24694688573604476,8.617318989177148e-18,25.64102564102564,-0.17165420699894823,1.1687620460168908e-10,,,,,,,,,
B. MINIMUM SPAN FRACTION,denver,,,,,,,,,,22.975708502024293,-0.23047322906029455,2.7454062665065146e-16,21.524966261808366,-0.24694688573604476,8.617318989177148e-18,17.813765182186234,-0.2510028295735076,3.8445996358487105e-16
